Landmarks,Gesture
"[,6.38321579e-01,6.67073548e-01,4.50515870e-07,5.63663483e-01
,6.42706037e-01,-2.38750279e-02,4.96581316e-01,5.83421886e-01
,-3.58425081e-02,4.49336827e-01,5.38120449e-01,-4.72335555e-02
,4.06288981e-01,5.09707332e-01,-5.89398593e-02,5.40955961e-01
,4.34465319e-01,-1.25905015e-02,5.03256321e-01,3.52585167e-01
,-2.85554267e-02,4.81582105e-01,3.00322592e-01,-4.44149189e-02
,4.65007842e-01,2.52662599e-01,-5.79108931e-02,5.86885154e-01
,4.11452085e-01,-1.92622468e-02,5.74429035e-01,3.03440034e-01
,-3.12135238e-02,5.69459319e-01,2.34866381e-01,-4.51387726e-02
,5.65135419e-01,1.77299440e-01,-5.66857532e-02,6.32888079e-01
,4.15829957e-01,-3.07652801e-02,6.27052784e-01,3.17382395e-01
,-4.77378331e-02,6.23402655e-01,2.56079465e-01,-6.10502996e-02
,6.16785049e-01,1.99181944e-01,-7.14663193e-02,6.78629577e-01
,4.40827101e-01,-4.48858179e-02,6.93666697e-01,3.70064884e-01
,-6.10118620e-02,7.01497018e-01,3.21591973e-01,-6.78871423e-02
,7.04633951e-01,2.74852812e-01,-7.34914541e-02]",Your Gesture Name
"[,6.37718678e-01,6.66141033e-01,4.59284166e-07,5.63033521e-01
,6.40994608e-01,-2.38810442e-02,4.96030927e-01,5.82305908e-01
,-3.61502692e-02,4.48225319e-01,5.37298381e-01,-4.78170104e-02
,4.05583024e-01,5.09180069e-01,-5.98116666e-02,5.40564656e-01
,4.34443533e-01,-1.34739792e-02,5.02829731e-01,3.51932883e-01
,-2.96634324e-02,4.81366634e-01,2.99407721e-01,-4.54571694e-02
,4.64922965e-01,2.51297116e-01,-5.87866195e-02,5.86649835e-01
,4.11596507e-01,-2.00175792e-02,5.74643075e-01,3.02659363e-01
,-3.19043212e-02,5.70321381e-01,2.34069943e-01,-4.54152226e-02
,5.66808879e-01,1.76641345e-01,-5.66227883e-02,6.32815778e-01
,4.16194141e-01,-3.13235559e-02,6.26852572e-01,3.18252265e-01
,-4.78125289e-02,6.23184860e-01,2.57188767e-01,-6.05152436e-02
,6.16907239e-01,2.00717866e-01,-7.05529973e-02,6.78663492e-01
,4.41333234e-01,-4.52833101e-02,6.93340480e-01,3.70823890e-01
,-6.06548451e-02,7.01316953e-01,3.22662801e-01,-6.68333247e-02
,7.04997897e-01,2.76155680e-01,-7.19822720e-02]",Your Gesture Name
"[,6.38737559e-01,6.66146517e-01,4.73100499e-07,5.63613296e-01
,6.40009463e-01,-2.50565168e-02,4.95987266e-01,5.81052661e-01
,-3.77563871e-02,4.47656661e-01,5.36523044e-01,-4.96976152e-02
,4.04910356e-01,5.07476211e-01,-6.18671849e-02,5.40826797e-01
,4.34299916e-01,-1.39712626e-02,5.03001750e-01,3.51507187e-01
,-3.05528119e-02,4.81645346e-01,2.99058020e-01,-4.65542413e-02
,4.65351164e-01,2.50799805e-01,-6.00274988e-02,5.87014377e-01
,4.11779702e-01,-2.01874841e-02,5.75236559e-01,3.02665532e-01
,-3.26046310e-02,5.70943117e-01,2.33273447e-01,-4.65365984e-02
,5.67475796e-01,1.74555689e-01,-5.79910204e-02,6.33282125e-01
,4.16932315e-01,-3.13469805e-02,6.27477646e-01,3.18298340e-01
,-4.85441312e-02,6.23865366e-01,2.57243752e-01,-6.16220869e-02
,6.17936134e-01,2.00478911e-01,-7.17413500e-02,6.79384232e-01
,4.42604750e-01,-4.52413298e-02,6.93662286e-01,3.72338772e-01
,-6.12615980e-02,7.01310813e-01,3.23926032e-01,-6.78477585e-02
,7.04633713e-01,2.76991665e-01,-7.32111037e-02]",Your Gesture Name
"[,6.39497519e-01,6.68640733e-01,4.67131798e-07,5.64179003e-01
,6.41601264e-01,-2.54578311e-02,4.96686250e-01,5.81360638e-01
,-3.82676907e-02,4.48270440e-01,5.35548449e-01,-5.02148047e-02
,4.04819041e-01,5.06172597e-01,-6.21779338e-02,5.42210460e-01
,4.34506923e-01,-1.40394159e-02,5.03440559e-01,3.51303875e-01
,-3.05428412e-02,4.81643021e-01,2.98480511e-01,-4.64073122e-02
,4.65146303e-01,2.50099719e-01,-5.97168580e-02,5.87836742e-01
,4.11539376e-01,-1.98493320e-02,5.75638413e-01,3.03172410e-01
,-3.18850800e-02,5.71460247e-01,2.33876154e-01,-4.51833755e-02
,5.68348885e-01,1.75962776e-01,-5.60955331e-02,6.33903742e-01
,4.16521877e-01,-3.06500457e-02,6.27774298e-01,3.18658620e-01
,-4.71944697e-02,6.24676466e-01,2.58118600e-01,-5.93184084e-02
,6.19267404e-01,2.02482581e-01,-6.87513351e-02,6.80053294e-01
,4.42148715e-01,-4.43156995e-02,6.93623066e-01,3.72345477e-01
,-5.96941076e-02,7.00641930e-01,3.24272186e-01,-6.56363294e-02
,7.03656018e-01,2.78228551e-01,-7.04638883e-02]",Your Gesture Name
"[,6.38087749e-01,6.67062879e-01,4.87576415e-07,5.62476695e-01
,6.39042675e-01,-2.57234052e-02,4.96176332e-01,5.79335809e-01
,-3.92056629e-02,4.48982149e-01,5.33290267e-01,-5.19971102e-02
,4.05430436e-01,5.03255486e-01,-6.49258718e-02,5.41430295e-01
,4.34009701e-01,-1.43081583e-02,5.03782392e-01,3.50978702e-01
,-3.16718221e-02,4.82231051e-01,2.98123688e-01,-4.81409542e-02
,4.66090053e-01,2.49254778e-01,-6.17861487e-02,5.87450445e-01
,4.12005603e-01,-2.03846358e-02,5.76450586e-01,3.02721322e-01
,-3.32350656e-02,5.73153913e-01,2.33375549e-01,-4.71504815e-02
,5.70917070e-01,1.74614280e-01,-5.84922060e-02,6.33444667e-01
,4.17668432e-01,-3.15052532e-02,6.27595305e-01,3.19737434e-01
,-4.88599204e-02,6.25070333e-01,2.59215891e-01,-6.10750616e-02
,6.20275438e-01,2.03350484e-01,-7.04803690e-02,6.79438770e-01
,4.43379909e-01,-4.55076210e-02,6.93144739e-01,3.73270005e-01
,-6.11062720e-02,7.00835466e-01,3.25752318e-01,-6.66916594e-02
,7.04327703e-01,2.80172110e-01,-7.12652132e-02]",Your Gesture Name
"[,6.39370680e-01,6.65909708e-01,5.00049453e-07,5.64442098e-01
,6.37868464e-01,-2.75126509e-02,4.97956038e-01,5.77951133e-01
,-4.22110371e-02,4.49857652e-01,5.31730652e-01,-5.58284484e-02
,4.06152129e-01,5.00708222e-01,-6.94704577e-02,5.41448653e-01
,4.33469772e-01,-1.63399708e-02,5.03974080e-01,3.49972755e-01
,-3.45611684e-02,4.82579619e-01,2.96901911e-01,-5.14741130e-02
,4.66189861e-01,2.48110726e-01,-6.53573945e-02,5.87718606e-01
,4.12267923e-01,-2.18612086e-02,5.77174127e-01,3.03739905e-01
,-3.57154794e-02,5.74020565e-01,2.34135404e-01,-5.01468740e-02
,5.71697831e-01,1.74910992e-01,-6.16627373e-02,6.33546114e-01
,4.19423938e-01,-3.25305350e-02,6.27640665e-01,3.21891844e-01
,-5.07574342e-02,6.24823451e-01,2.62021184e-01,-6.31717816e-02
,6.19900584e-01,2.05750674e-01,-7.25483149e-02,6.79130137e-01
,4.46694523e-01,-4.61534858e-02,6.92369819e-01,3.78603607e-01
,-6.26080558e-02,6.99189484e-01,3.31679642e-01,-6.85031414e-02
,7.01969743e-01,2.85758227e-01,-7.31608644e-02]",Your Gesture Name
"[,6.38988256e-01,6.63899362e-01,5.05754485e-07,5.66660404e-01
,6.33308530e-01,-2.84189675e-02,5.00933051e-01,5.75770795e-01
,-4.41631004e-02,4.53057677e-01,5.30617654e-01,-5.85257001e-02
,4.09053057e-01,4.97057498e-01,-7.27068931e-02,5.41960895e-01
,4.30523545e-01,-1.85393244e-02,5.05926490e-01,3.47221553e-01
,-3.76953594e-02,4.85391796e-01,2.95574903e-01,-5.48859015e-02
,4.69608903e-01,2.47315794e-01,-6.86787292e-02,5.87583065e-01
,4.13044423e-01,-2.35564709e-02,5.76735020e-01,3.05793345e-01
,-3.77721265e-02,5.73843539e-01,2.36482427e-01,-5.20737395e-02
,5.71807921e-01,1.77380621e-01,-6.33929297e-02,6.32559896e-01
,4.23664302e-01,-3.37444283e-02,6.25822783e-01,3.32842588e-01
,-5.22189476e-02,6.24013066e-01,2.76896834e-01,-6.41543418e-02
,6.20047569e-01,2.23789588e-01,-7.29365200e-02,6.77193761e-01
,4.53237712e-01,-4.69327196e-02,6.85552895e-01,3.90343070e-01
,-6.35646954e-02,6.90656722e-01,3.50654870e-01,-6.86903670e-02
,6.92135036e-01,3.11859429e-01,-7.25013688e-02]",Your Gesture Name
"[,6.40005052e-01,6.58057213e-01,4.13963591e-07,5.69360614e-01
,6.31151736e-01,-2.83171311e-02,5.07560849e-01,5.74179590e-01
,-4.28312495e-02,4.65509206e-01,5.24797797e-01,-5.55576384e-02
,4.27214772e-01,4.84339535e-01,-6.74504414e-02,5.42517960e-01
,4.28891271e-01,-1.68720391e-02,5.08142233e-01,3.44608337e-01
,-3.31867635e-02,4.88810360e-01,2.94190854e-01,-4.82947342e-02
,4.73268121e-01,2.48032764e-01,-6.01554513e-02,5.89650393e-01
,4.13863122e-01,-2.04746556e-02,5.79044580e-01,3.11086178e-01
,-3.10235359e-02,5.75912058e-01,2.48883218e-01,-4.28451970e-02
,5.73003113e-01,1.97212726e-01,-5.25596887e-02,6.34085059e-01
,4.25869763e-01,-2.90018786e-02,6.31042480e-01,3.45614672e-01
,-4.57011275e-02,6.28264785e-01,3.04763019e-01,-5.56947291e-02
,6.21931970e-01,2.67601937e-01,-6.29460514e-02,6.77177429e-01
,4.55545098e-01,-4.03639190e-02,6.79437995e-01,4.01764691e-01
,-5.58546558e-02,6.78399920e-01,3.89477193e-01,-5.72431125e-02
,6.74995601e-01,3.79654229e-01,-5.78212105e-02]",Your Gesture Name
"[,6.40020311e-01,6.60006166e-01,2.19658276e-07,5.72359502e-01
,6.34374917e-01,-2.82491595e-02,5.14265478e-01,5.74570835e-01
,-4.25164625e-02,4.78286743e-01,5.18319488e-01,-5.63714318e-02
,4.57239240e-01,4.64251012e-01,-6.81904182e-02,5.42177677e-01
,4.26576763e-01,-1.37724262e-02,5.11436224e-01,3.44428360e-01
,-2.99834944e-02,4.93360221e-01,2.95698881e-01,-4.49861400e-02
,4.79399592e-01,2.54222751e-01,-5.73462471e-02,5.86525381e-01
,4.20370519e-01,-1.76295917e-02,5.73626518e-01,3.24524105e-01
,-3.61873284e-02,5.63496590e-01,2.95669705e-01,-4.99244481e-02
,5.57374954e-01,2.81183094e-01,-5.87039515e-02,6.31607771e-01
,4.38226044e-01,-2.60014758e-02,6.23278439e-01,3.45344782e-01
,-5.40988147e-02,6.12509310e-01,3.82449806e-01,-5.94955124e-02
,6.10675514e-01,4.23915982e-01,-5.82095385e-02,6.77994788e-01
,4.73293394e-01,-3.67677957e-02,6.66725397e-01,4.08820957e-01
,-6.20081052e-02,6.51646793e-01,4.41493243e-01,-6.35714084e-02
,6.48845732e-01,4.79547977e-01,-6.08528182e-02]",Your Gesture Name
"[,6.41526341e-01,6.61573768e-01,-4.93461307e-08,5.78758895e-01
,6.37020946e-01,-3.03885844e-02,5.23687541e-01,5.76437652e-01
,-4.77794856e-02,4.91748244e-01,5.18677592e-01,-6.53006881e-02
,4.77193356e-01,4.58850801e-01,-8.10429305e-02,5.45675397e-01
,4.35212135e-01,-1.66385435e-02,5.16291678e-01,3.48488063e-01
,-4.04704809e-02,4.98485357e-01,2.95082450e-01,-5.65277748e-02
,4.88078117e-01,2.45860815e-01,-6.84339851e-02,5.89305580e-01
,4.31686193e-01,-2.19355021e-02,5.74109435e-01,3.35299671e-01
,-6.52439520e-02,5.60155153e-01,3.81683171e-01,-8.15258846e-02
,5.54936230e-01,4.37384605e-01,-8.05797651e-02,6.33751631e-01
,4.46989179e-01,-3.14394236e-02,6.19398713e-01,3.77031982e-01
,-7.66955316e-02,6.03893936e-01,4.46057558e-01,-7.72290155e-02
,6.01485729e-01,5.05047083e-01,-6.42025694e-02,6.79395616e-01
,4.78574693e-01,-4.30949256e-02,6.56467855e-01,4.34705943e-01
,-7.55628496e-02,6.38816833e-01,4.89875704e-01,-7.28732497e-02
,6.36148095e-01,5.40183604e-01,-6.24999292e-02]",Your Gesture Name
"[,6.43059373e-01,6.58657074e-01,-1.07385276e-07,5.81802845e-01
,6.36006117e-01,-3.33480313e-02,5.28466105e-01,5.79284370e-01
,-5.42302020e-02,4.99627858e-01,5.23471475e-01,-7.48919547e-02
,4.93272096e-01,4.60815638e-01,-9.35495347e-02,5.43804228e-01
,4.36702788e-01,-2.26684194e-02,5.18210471e-01,3.46017778e-01
,-5.04963584e-02,5.03563166e-01,2.88322270e-01,-6.81743771e-02
,4.95732188e-01,2.37288564e-01,-8.07570741e-02,5.87338150e-01
,4.35244143e-01,-2.68628746e-02,5.68547547e-01,3.59444767e-01
,-7.63849467e-02,5.60184181e-01,4.29853767e-01,-9.02552456e-02
,5.60418308e-01,4.96087074e-01,-8.59087035e-02,6.31699324e-01
,4.51550215e-01,-3.58074903e-02,6.14276409e-01,3.97777140e-01
,-8.61790106e-02,6.03116333e-01,4.74759191e-01,-8.26112255e-02
,6.02748036e-01,5.34621000e-01,-6.51225597e-02,6.76595628e-01
,4.82238650e-01,-4.70825471e-02,6.52199030e-01,4.42557067e-01
,-8.26368630e-02,6.38692617e-01,4.99537885e-01,-7.77715743e-02
,6.37124538e-01,5.49678445e-01,-6.44601509e-02]",Your Gesture Name
"[,6.42305315e-01,6.63742602e-01,-9.86573170e-08,5.81726015e-01
,6.40887499e-01,-3.09810285e-02,5.28891027e-01,5.82092285e-01
,-5.24192899e-02,5.03531516e-01,5.21447062e-01,-7.46649653e-02
,5.08918405e-01,4.58140761e-01,-9.52720866e-02,5.44491172e-01
,4.45184350e-01,-2.33205222e-02,5.21061540e-01,3.46579075e-01
,-5.40354662e-02,5.10155082e-01,2.84673154e-01,-7.34995678e-02
,5.04374981e-01,2.31778979e-01,-8.70166719e-02,5.87880015e-01
,4.43827629e-01,-2.88265850e-02,5.68309307e-01,3.73999476e-01
,-8.17444995e-02,5.61401248e-01,4.44761425e-01,-9.64463577e-02
,5.60736477e-01,5.10062575e-01,-9.25870687e-02,6.31609619e-01
,4.58309650e-01,-3.88785303e-02,6.12211645e-01,4.07686532e-01
,-9.11009461e-02,6.01464868e-01,4.85636055e-01,-8.73669982e-02
,5.98152816e-01,5.46748400e-01,-6.97181672e-02,6.76036179e-01
,4.86622751e-01,-5.11652343e-02,6.53001189e-01,4.53492850e-01
,-8.78983289e-02,6.38464749e-01,5.11171699e-01,-8.35350007e-02
,6.32005036e-01,5.61383784e-01,-7.03647658e-02]",Your Gesture Name
"[,6.39643133e-01,6.65363729e-01,-1.14357711e-07,5.80496788e-01
,6.42425179e-01,-2.98932698e-02,5.27799428e-01,5.81869006e-01
,-5.12958579e-02,5.05122244e-01,5.19042075e-01,-7.39119127e-02
,5.18743873e-01,4.57572341e-01,-9.51678976e-02,5.44663370e-01
,4.47222352e-01,-2.48276498e-02,5.23876190e-01,3.45749795e-01
,-5.59058040e-02,5.15406013e-01,2.82745421e-01,-7.54394680e-02
,5.10745406e-01,2.29200974e-01,-8.89803320e-02,5.87773025e-01
,4.47444528e-01,-3.05251405e-02,5.68196416e-01,3.83013546e-01
,-8.41689408e-02,5.62286913e-01,4.56793785e-01,-9.81436372e-02
,5.61861932e-01,5.22276878e-01,-9.37681794e-02,6.31095052e-01
,4.62321699e-01,-4.05105241e-02,6.11386418e-01,4.15159583e-01
,-9.28300098e-02,6.02329969e-01,4.95382011e-01,-8.75167772e-02
,5.99735141e-01,5.56778550e-01,-6.87250495e-02,6.75341249e-01
,4.90126610e-01,-5.26870862e-02,6.52499735e-01,4.56392407e-01
,-8.87883827e-02,6.38280451e-01,5.13696074e-01,-8.32795054e-02
,6.31749809e-01,5.63170254e-01,-6.92412406e-02]",Your Gesture Name
"[,6.38608098e-01,6.66901052e-01,-1.21469100e-07,5.79526603e-01
,6.43323302e-01,-2.85812765e-02,5.28582513e-01,5.83713472e-01
,-4.93800677e-02,5.08092701e-01,5.22083759e-01,-7.15771466e-02
,5.20527899e-01,4.62402821e-01,-9.25768837e-02,5.45560956e-01
,4.51098502e-01,-2.47998983e-02,5.26146233e-01,3.48674476e-01
,-5.54422624e-02,5.18723130e-01,2.85945773e-01,-7.44798705e-02
,5.15291512e-01,2.32226238e-01,-8.75833184e-02,5.89026868e-01
,4.52403128e-01,-3.10223587e-02,5.70799649e-01,3.88075471e-01
,-8.43688846e-02,5.64266384e-01,4.62537467e-01,-9.77830067e-02
,5.63742518e-01,5.28024495e-01,-9.30208340e-02,6.32446766e-01
,4.67232466e-01,-4.13294882e-02,6.13741755e-01,4.20765936e-01
,-9.29652825e-02,6.04327440e-01,5.01165211e-01,-8.68340433e-02
,6.01933777e-01,5.62010288e-01,-6.76417425e-02,6.76788151e-01
,4.94103611e-01,-5.37502468e-02,6.54564917e-01,4.61139649e-01
,-8.88945758e-02,6.40225589e-01,5.18660307e-01,-8.23760331e-02
,6.33950472e-01,5.67685485e-01,-6.77405670e-02]",Your Gesture Name
"[,6.39765322e-01,6.66387439e-01,-8.23108763e-08,5.83072603e-01
,6.45097136e-01,-3.24057415e-02,5.32829881e-01,5.90787649e-01
,-5.65795749e-02,5.12359381e-01,5.32246590e-01,-8.15233365e-02
,5.25418222e-01,4.71619278e-01,-1.04944281e-01,5.46120226e-01
,4.50731784e-01,-2.98070796e-02,5.28528929e-01,3.46746087e-01
,-6.29359931e-02,5.24331272e-01,2.83448637e-01,-8.33821967e-02
,5.24573207e-01,2.28894904e-01,-9.71305072e-02,5.89997590e-01
,4.52174157e-01,-3.45899574e-02,5.71973324e-01,3.91422212e-01
,-9.03036296e-02,5.67903578e-01,4.69773293e-01,-1.03786446e-01
,5.69010854e-01,5.34677505e-01,-9.87048745e-02,6.33606434e-01
,4.66897905e-01,-4.38296832e-02,6.15433335e-01,4.22080398e-01
,-9.75703448e-02,6.07309580e-01,5.04919708e-01,-9.07784551e-02
,6.05171859e-01,5.66369593e-01,-7.07096010e-02,6.77802324e-01
,4.94093627e-01,-5.55099249e-02,6.56757951e-01,4.62293983e-01
,-9.28160846e-02,6.43375874e-01,5.22148311e-01,-8.66047665e-02
,6.36796951e-01,5.72245121e-01,-7.16227293e-02]",Your Gesture Name
"[,6.38585865e-01,6.64699912e-01,-8.13278049e-08,5.82484066e-01
,6.43905044e-01,-3.30615006e-02,5.33052623e-01,5.91133177e-01
,-5.81491329e-02,5.11919796e-01,5.35081625e-01,-8.39180872e-02
,5.22852480e-01,4.75144416e-01,-1.08353317e-01,5.47267556e-01
,4.51289594e-01,-3.22041772e-02,5.29273272e-01,3.47278655e-01
,-6.66439086e-02,5.24934411e-01,2.84048617e-01,-8.81991908e-02
,5.24705350e-01,2.28648514e-01,-1.02618337e-01,5.91340840e-01
,4.52444583e-01,-3.69092636e-02,5.71743131e-01,3.92859042e-01
,-9.37793404e-02,5.66266477e-01,4.70433176e-01,-1.07977562e-01
,5.66115737e-01,5.34903169e-01,-1.03383705e-01,6.35081649e-01
,4.66771245e-01,-4.60310541e-02,6.15603685e-01,4.24579352e-01
,-1.00426964e-01,6.07128620e-01,5.07404447e-01,-9.35374945e-02
,6.04481280e-01,5.68392575e-01,-7.33599067e-02,6.79463506e-01
,4.93165761e-01,-5.76624386e-02,6.56859279e-01,4.62514967e-01
,-9.51294973e-02,6.43743098e-01,5.23192823e-01,-8.84751752e-02
,6.37650490e-01,5.73020041e-01,-7.31460154e-02]",Your Gesture Name
"[,6.39142275e-01,6.65876389e-01,-8.24531128e-08,5.82921207e-01
,6.44330740e-01,-3.27477753e-02,5.32683849e-01,5.87697566e-01
,-5.68511598e-02,5.11607051e-01,5.28845251e-01,-8.17690045e-02
,5.23376703e-01,4.69092995e-01,-1.05360188e-01,5.47364652e-01
,4.49192286e-01,-3.03526483e-02,5.29762328e-01,3.45768213e-01
,-6.45140335e-02,5.25186658e-01,2.81658769e-01,-8.61911401e-02
,5.25198936e-01,2.25604936e-01,-1.00810170e-01,5.91730058e-01
,4.50378865e-01,-3.53107974e-02,5.72846770e-01,3.91576946e-01
,-9.28129554e-02,5.66649973e-01,4.70205873e-01,-1.07582167e-01
,5.66273987e-01,5.35533726e-01,-1.03028066e-01,6.35768831e-01
,4.65061396e-01,-4.47073318e-02,6.17033899e-01,4.23132241e-01
,-9.98960882e-02,6.07604980e-01,5.07666171e-01,-9.32458565e-02
,6.04375303e-01,5.69624186e-01,-7.28517771e-02,6.79927051e-01
,4.92252767e-01,-5.65825067e-02,6.58318996e-01,4.61005509e-01
,-9.45964828e-02,6.44134223e-01,5.22262573e-01,-8.79601687e-02
,6.37203038e-01,5.72682321e-01,-7.24233985e-02]",Your Gesture Name
"[,6.40697420e-01,6.67894840e-01,-8.07185359e-08,5.83416462e-01
,6.44800782e-01,-3.25513668e-02,5.33066273e-01,5.87724209e-01
,-5.69369458e-02,5.12878835e-01,5.28918207e-01,-8.22309107e-02
,5.23161709e-01,4.67762947e-01,-1.06252454e-01,5.47748029e-01
,4.51372206e-01,-3.13313566e-02,5.29684722e-01,3.46850395e-01
,-6.60714507e-02,5.25526106e-01,2.82673120e-01,-8.80985186e-02
,5.25731683e-01,2.26290226e-01,-1.02920361e-01,5.91833174e-01
,4.52295542e-01,-3.67011391e-02,5.72402656e-01,3.89872938e-01
,-9.50101614e-02,5.65857351e-01,4.68057990e-01,-1.10308908e-01
,5.65178216e-01,5.34474611e-01,-1.06069565e-01,6.35939956e-01
,4.66655165e-01,-4.64888960e-02,6.16669416e-01,4.21404183e-01
,-1.02304056e-01,6.06955171e-01,5.05077422e-01,-9.63944718e-02
,6.03513122e-01,5.68023264e-01,-7.64876828e-02,6.80874884e-01
,4.93170470e-01,-5.86991496e-02,6.59339726e-01,4.58707511e-01
,-9.73486826e-02,6.44243777e-01,5.19353151e-01,-9.13816243e-02
,6.35897100e-01,5.71345150e-01,-7.63752908e-02]",Your Gesture Name
"[,6.39133811e-01,6.64316177e-01,-8.81413555e-08,5.83012938e-01
,6.41350746e-01,-3.20492238e-02,5.32781541e-01,5.85753024e-01
,-5.60816489e-02,5.11926770e-01,5.26132584e-01,-8.11236650e-02
,5.23873329e-01,4.63972777e-01,-1.04734048e-01,5.46612561e-01
,4.47301239e-01,-2.94760764e-02,5.29033244e-01,3.43432128e-01
,-6.35893717e-02,5.25165260e-01,2.79371440e-01,-8.48127455e-02
,5.25386810e-01,2.23703668e-01,-9.89835262e-02,5.90975046e-01
,4.48152632e-01,-3.46617103e-02,5.71322143e-01,3.89034361e-01
,-9.23610628e-02,5.67523062e-01,4.68609929e-01,-1.06761120e-01
,5.68626344e-01,5.34547687e-01,-1.01763725e-01,6.35132790e-01
,4.62669134e-01,-4.43197824e-02,6.15364552e-01,4.21163380e-01
,-9.95283574e-02,6.07944906e-01,5.05895078e-01,-9.27515030e-02
,6.05928361e-01,5.67631721e-01,-7.21359849e-02,6.79929376e-01
,4.89338011e-01,-5.63685261e-02,6.56773448e-01,4.57453638e-01
,-9.39919278e-02,6.43408179e-01,5.18013895e-01,-8.73673633e-02
,6.37137115e-01,5.67721367e-01,-7.18738139e-02]",Your Gesture Name
"[,6.39457583e-01,6.65168166e-01,-9.51444079e-08,5.82736850e-01
,6.42740130e-01,-3.18090506e-02,5.32119095e-01,5.86281776e-01
,-5.56638874e-02,5.11732399e-01,5.27261078e-01,-8.04764405e-02
,5.24681330e-01,4.66700971e-01,-1.04064986e-01,5.46908498e-01
,4.49434042e-01,-3.08298171e-02,5.28986633e-01,3.43580335e-01
,-6.46103099e-02,5.24555326e-01,2.79404849e-01,-8.56384188e-02
,5.24336517e-01,2.22788349e-01,-9.97421890e-02,5.91360688e-01
,4.50082600e-01,-3.59826460e-02,5.72270870e-01,3.90585154e-01
,-9.32653919e-02,5.67396522e-01,4.69270527e-01,-1.07559413e-01
,5.68307698e-01,5.35694838e-01,-1.02658555e-01,6.35619581e-01
,4.63876843e-01,-4.53841612e-02,6.16497755e-01,4.22249615e-01
,-1.00132674e-01,6.08539999e-01,5.06089985e-01,-9.32256207e-02
,6.06745303e-01,5.68497002e-01,-7.27064908e-02,6.80592895e-01
,4.89259213e-01,-5.71541302e-02,6.58054113e-01,4.56789732e-01
,-9.44254622e-02,6.44423068e-01,5.17350554e-01,-8.73620883e-02
,6.38127387e-01,5.68426073e-01,-7.16083497e-02]",Your Gesture Name
"[,6.38163030e-01,6.59960270e-01,-9.54953165e-08,5.81172585e-01
,6.37967348e-01,-3.14652883e-02,5.31035662e-01,5.83523154e-01
,-5.54404296e-02,5.11686146e-01,5.25771260e-01,-8.03975165e-02
,5.24357557e-01,4.66554880e-01,-1.04084931e-01,5.46547711e-01
,4.46204573e-01,-3.13130729e-02,5.28655946e-01,3.40777338e-01
,-6.50942177e-02,5.24683833e-01,2.77398676e-01,-8.64027664e-02
,5.24565458e-01,2.21425459e-01,-1.00774616e-01,5.91125786e-01
,4.47597444e-01,-3.67216915e-02,5.72191060e-01,3.91941726e-01
,-9.45418105e-02,5.67407012e-01,4.70388085e-01,-1.09504551e-01
,5.67880332e-01,5.36588728e-01,-1.05157427e-01,6.35092676e-01
,4.61810797e-01,-4.62289564e-02,6.15582585e-01,4.24272448e-01
,-1.01030022e-01,6.08392060e-01,5.07805347e-01,-9.43022221e-02
,6.06487989e-01,5.69203675e-01,-7.40262270e-02,6.79653883e-01
,4.87172782e-01,-5.80870844e-02,6.57397211e-01,4.57979470e-01
,-9.51847434e-02,6.44392848e-01,5.18449426e-01,-8.80195647e-02
,6.38307512e-01,5.68278015e-01,-7.22556189e-02]",Your Gesture Name
"[,6.38870776e-01,6.61479354e-01,-9.47290033e-08,5.81782341e-01
,6.40134752e-01,-3.22374105e-02,5.31893730e-01,5.85285425e-01
,-5.64537570e-02,5.12265861e-01,5.27209878e-01,-8.14785585e-02
,5.25478423e-01,4.67028618e-01,-1.05231076e-01,5.46686411e-01
,4.48673397e-01,-3.13023888e-02,5.28888583e-01,3.43517900e-01
,-6.52599037e-02,5.24861097e-01,2.79242754e-01,-8.63281712e-02
,5.25011539e-01,2.22891822e-01,-1.00448601e-01,5.91278791e-01
,4.49293852e-01,-3.62763330e-02,5.72779834e-01,3.90838295e-01
,-9.35044512e-02,5.67214727e-01,4.70758110e-01,-1.07402004e-01
,5.67551017e-01,5.37817240e-01,-1.02255136e-01,6.35769129e-01
,4.63311344e-01,-4.55618165e-02,6.17682219e-01,4.21953529e-01
,-1.00033641e-01,6.08144343e-01,5.06087661e-01,-9.27497596e-02
,6.05006456e-01,5.68124712e-01,-7.21336901e-02,6.80911481e-01
,4.89186496e-01,-5.72938770e-02,6.60070181e-01,4.60261464e-01
,-9.42370966e-02,6.45899057e-01,5.21030366e-01,-8.71861205e-02
,6.38853371e-01,5.70760369e-01,-7.15590343e-02]",Your Gesture Name
